applicant_id,channel,group,city,application_date,background_check_completed_date,background_check_initiated_date,card_activation_date,card_mailed_date,first_batch_completed_date,orientation_completed_date,converted,bg_initiated,bg_completed,card_activated,orientation_done,ttfb_days,t_app_to_bginit,t_bginit_to_bgd,t_bgd_to_first
29729,social-media,control,Asgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29730,social-media,control,Midgard,2018-11-08,,,,2018-11-08,,,False,False,False,False,False,,,,
29731,shopper-referral-bonus,treatment,Asgard,2018-11-08,2018-11-10,2018-11-08,2018-11-11,2018-11-08,,,False,True,True,True,False,,0.0,2.0,
29732,social-media,treatment,Midgard,2018-11-08,,2018-11-08,2018-11-11,2018-11-08,,,False,True,False,True,False,,0.0,,
29733,social-media,control,Alfheim,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29734,job-search-site,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29735,job-search-site,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29736,job-search-site,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29737,web-search-engine,control,Alfheim,2018-11-08,,,,2018-11-08,,,False,False,False,False,False,,,,
29738,shopper-referral-bonus,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29739,web-search-engine,control,Asgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-08,,,False,True,False,True,False,,3.0,,
29740,shopper-referral-bonus,treatment,Asgard,2018-11-08,2018-11-11,2018-11-08,,2018-11-09,,2018-11-08,False,True,True,False,True,,0.0,3.0,
29741,web-search-engine,control,Vanaheim,2018-11-08,,2018-11-10,2018-11-10,2018-11-08,,2018-11-10,False,True,False,True,True,,2.0,,
29742,web-search-engine,treatment,Muspelheim,2018-11-08,,2018-11-08,,2018-11-09,,,False,True,False,False,False,,0.0,,
29743,web-search-engine,control,Niflheim,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29744,web-search-engine,control,Alfheim,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29745,web-search-engine,control,Vanaheim,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29746,web-search-engine,control,Vanaheim,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29747,web-search-engine,control,Vanaheim,2018-11-08,,2018-11-10,2018-11-10,2018-11-08,,,False,True,False,True,False,,2.0,,
29748,job-search-site,treatment,Midgard,2018-11-08,2018-11-11,2018-11-08,2018-11-11,2018-11-08,,,False,True,True,True,False,,0.0,3.0,
29749,shopper-referral-bonus,control,Alfheim,2018-11-08,,2018-11-10,2018-11-10,2018-11-08,,2018-11-11,False,True,False,True,True,,2.0,,
29750,shopper-referral-bonus,control,Midgard,2018-11-08,,,,2018-11-09,,2018-11-10,False,False,False,False,True,,,,
29751,web-search-engine,treatment,Asgard,2018-11-08,,2018-11-08,,2018-11-08,,2018-11-10,False,True,False,False,True,,0.0,,
29752,job-search-site,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29753,web-search-engine,control,Midgard,2018-11-08,,,,2018-11-09,,2018-11-08,False,False,False,False,True,,,,
29754,web-search-engine,control,Midgard,2018-11-08,,,,2018-11-08,,,False,False,False,False,False,,,,
29755,shopper-referral-bonus,control,Asgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29756,web-search-engine,treatment,Midgard,2018-11-08,2018-11-11,2018-11-08,,2018-11-08,,,False,True,True,False,False,,0.0,3.0,
29757,web-search-engine,control,Alfheim,2018-11-08,,,,2018-11-09,,2018-11-08,False,False,False,False,True,,,,
29758,web-search-engine,treatment,Asgard,2018-11-08,2018-11-10,2018-11-08,,2018-11-08,,,False,True,True,False,False,,0.0,2.0,
29759,web-search-engine,control,Midgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,3.0,,
29760,web-search-engine,control,Midgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,3.0,,
29761,job-search-site,treatment,Alfheim,2018-11-08,2018-11-11,2018-11-08,,2018-11-08,,,False,True,True,False,False,,0.0,3.0,
29762,social-media,control,Asgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29763,shopper-referral-bonus,treatment,Midgard,2018-11-08,,2018-11-08,,2018-11-08,,2018-11-08,False,True,False,False,True,,0.0,,
29764,social-media,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29765,web-search-engine,control,Alfheim,2018-11-08,,2018-11-11,2018-11-11,2018-11-09,,2018-11-08,False,True,False,True,True,,3.0,,
29766,social-media,control,Jotunheim,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29767,web-search-engine,treatment,Midgard,2018-11-08,,2018-11-08,,2018-11-08,,,False,True,False,False,False,,0.0,,
29768,shopper-referral-bonus,treatment,Midgard,2018-11-08,2018-11-11,2018-11-08,,2018-11-09,,2018-11-10,False,True,True,False,True,,0.0,3.0,
29769,web-search-engine,control,Asgard,2018-11-08,,,,2018-11-09,,2018-11-08,False,False,False,False,True,,,,
29770,shopper-referral-bonus,control,Midgard,2018-11-08,,,,2018-11-08,,,False,False,False,False,False,,,,
29771,shopper-referral-bonus,control,Alfheim,2018-11-08,,,,2018-11-08,,2018-11-10,False,False,False,False,True,,,,
29772,job-search-site,treatment,Vanaheim,2018-11-08,,2018-11-08,2018-11-11,2018-11-08,,,False,True,False,True,False,,0.0,,
29773,web-search-engine,treatment,Midgard,2018-11-08,2018-11-11,2018-11-08,2018-11-11,2018-11-08,,,False,True,True,True,False,,0.0,3.0,
29774,web-search-engine,control,Midgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-08,,,False,True,False,True,False,,3.0,,
29775,social-media,control,Midgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29776,web-search-engine,control,Midgard,2018-11-08,,2018-11-10,2018-11-10,2018-11-08,,,False,True,False,True,False,,2.0,,
29777,social-media,control,Asgard,2018-11-08,,,,2018-11-09,,,False,False,False,False,False,,,,
29778,web-search-engine,treatment,Asgard,2018-11-08,,2018-11-08,,2018-11-09,,,False,True,False,False,False,,0.0,,
29779,social-media,treatment,Midgard,2018-11-08,,2018-11-08,,2018-11-08,,,False,True,False,False,False,,0.0,,
29780,social-media,treatment,Vanaheim,2018-11-08,2018-11-10,2018-11-08,,2018-11-08,,,False,True,True,False,False,,0.0,2.0,
29781,shopper-referral-bonus,control,Vanaheim,2018-11-08,,,,2018-11-08,,,False,False,False,False,False,,,,
29782,web-search-engine,treatment,Asgard,2018-11-08,,2018-11-08,,2018-11-08,,,False,True,False,False,False,,0.0,,
29783,job-search-site,treatment,Midgard,2018-11-08,2018-11-11,2018-11-08,,2018-11-08,,,False,True,True,False,False,,0.0,3.0,
29784,job-search-site,treatment,Midgard,2018-11-08,2018-11-10,2018-11-08,,2018-11-08,,,False,True,True,False,False,,0.0,2.0,
29785,web-search-engine,control,Asgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-08,,2018-11-10,False,True,False,True,True,,3.0,,
29786,shopper-referral-bonus,control,Asgard,2018-11-08,,,,2018-11-08,,2018-11-08,False,False,False,False,True,,,,
29787,social-media,control,Midgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,3.0,,
29788,shopper-referral-bonus,control,Midgard,2018-11-08,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,3.0,,
29789,shopper-referral-bonus,control,Asgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29790,social-media,control,Asgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29791,web-search-engine,control,Niflheim,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29792,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-09,False,False,False,False,True,,,,
29793,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,2018-11-10,False,False,False,False,True,,,,
29794,web-search-engine,treatment,Helheim,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29795,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29796,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29797,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29798,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29799,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-10,False,False,False,False,True,,,,
29800,web-search-engine,control,Alfheim,2018-11-09,,,,2018-11-10,,2018-11-10,False,False,False,False,True,,,,
29801,web-search-engine,control,Alfheim,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29802,web-search-engine,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29803,social-media,control,Alfheim,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29804,shopper-referral-bonus,treatment,Midgard,2018-11-09,2018-11-11,2018-11-09,,2018-11-10,,,False,True,True,False,False,,0.0,2.0,
29805,social-media,control,Niflheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29806,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29807,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29808,job-search-site,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29809,web-search-engine,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29810,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29811,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29812,job-search-site,control,Alfheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29813,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29814,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29815,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29816,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29817,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29818,shopper-referral-bonus,treatment,Vanaheim,2018-11-09,,2018-11-09,,2018-11-10,,2018-11-10,False,True,False,False,True,,0.0,,
29819,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29820,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29821,social-media,treatment,Midgard,2018-11-09,2018-11-11,2018-11-09,,2018-11-09,,,False,True,True,False,False,,0.0,2.0,
29822,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-09,,2018-11-09,False,False,False,False,True,,,,
29823,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29824,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29825,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29826,job-search-site,control,Midgard,2018-11-09,,,,2018-11-09,,2018-11-09,False,False,False,False,True,,,,
29827,job-search-site,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29828,shopper-referral-bonus,treatment,Niflheim,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29829,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-09,False,False,False,False,True,,,,
29830,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29831,shopper-referral-bonus,treatment,Svartalfheim,2018-11-09,,2018-11-09,,2018-11-10,,2018-11-10,False,True,False,False,True,,0.0,,
29832,web-search-engine,control,Vanaheim,2018-11-09,,,,2018-11-09,,2018-11-11,False,False,False,False,True,,,,
29833,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29834,shopper-referral-bonus,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29835,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29836,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29837,social-media,control,Helheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29838,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29839,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29840,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29841,job-search-site,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29842,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-09,,2018-11-11,False,False,False,False,True,,,,
29843,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-11,False,False,False,False,True,,,,
29844,web-search-engine,treatment,Niflheim,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29845,shopper-referral-bonus,control,Asgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29846,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29847,shopper-referral-bonus,treatment,Alfheim,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,2018-11-09,False,True,False,True,True,,0.0,,
29848,job-search-site,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29849,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29850,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,2018-11-09,False,False,False,False,True,,,,
29851,job-search-site,treatment,Alfheim,2018-11-09,2018-11-11,2018-11-09,,2018-11-10,,2018-11-09,False,True,True,False,True,,0.0,2.0,
29852,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29853,shopper-referral-bonus,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29854,social-media,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29855,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,2018-11-09,False,True,False,True,True,,0.0,,
29856,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29857,job-search-site,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-09,False,False,False,False,True,,,,
29858,job-search-site,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,2018-11-10,False,True,False,False,True,,0.0,,
29859,web-search-engine,treatment,Asgard,2018-11-09,2018-11-11,2018-11-09,2018-11-11,2018-11-09,,2018-11-09,False,True,True,True,True,,0.0,2.0,
29860,shopper-referral-bonus,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-09,,2018-11-11,False,True,False,False,True,,0.0,,
29861,shopper-referral-bonus,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29862,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29863,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29864,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29865,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29866,web-search-engine,control,Alfheim,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29867,job-search-site,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29868,web-search-engine,control,Alfheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29869,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29870,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29871,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,2018-11-09,False,False,False,False,True,,,,
29872,shopper-referral-bonus,treatment,Asgard,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29873,social-media,treatment,Alfheim,2018-11-09,2018-11-11,2018-11-09,,2018-11-10,,,False,True,True,False,False,,0.0,2.0,
29874,job-search-site,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-11,False,False,False,False,True,,,,
29875,web-search-engine,treatment,Midgard,2018-11-09,2018-11-11,2018-11-09,,2018-11-10,,,False,True,True,False,False,,0.0,2.0,
29876,web-search-engine,treatment,Alfheim,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29877,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29878,shopper-referral-bonus,treatment,Muspelheim,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29879,social-media,control,Niflheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29880,social-media,treatment,Midgard,2018-11-09,2018-11-11,2018-11-09,,2018-11-10,,,False,True,True,False,False,,0.0,2.0,
29881,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29882,social-media,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29883,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29884,social-media,treatment,Alfheim,2018-11-09,2018-11-11,2018-11-09,,2018-11-10,,,False,True,True,False,False,,0.0,2.0,
29885,social-media,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29886,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29887,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29888,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29889,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-09,,2018-11-09,False,False,False,False,True,,,,
29890,shopper-referral-bonus,control,Helheim,2018-11-09,,,,2018-11-09,,2018-11-11,False,False,False,False,True,,,,
29891,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29892,shopper-referral-bonus,control,Vanaheim,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29893,social-media,control,Vanaheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29894,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29895,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29896,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29897,web-search-engine,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,2018-11-10,False,True,False,True,True,,2.0,,
29898,social-media,control,Vanaheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29899,social-media,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29900,social-media,control,Asgard,2018-11-09,,,,2018-11-10,,2018-11-09,False,False,False,False,True,,,,
29901,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-11,False,False,False,False,True,,,,
29902,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29903,social-media,control,Niflheim,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29904,job-search-site,treatment,Vanaheim,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,2018-11-09,False,True,False,True,True,,0.0,,
29905,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29906,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29907,shopper-referral-bonus,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,2018-11-09,False,True,False,True,True,,2.0,,
29908,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29909,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29910,web-search-engine,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29911,social-media,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29912,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29913,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29914,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29915,job-search-site,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29916,shopper-referral-bonus,control,Vanaheim,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,2018-11-09,False,True,False,True,True,,2.0,,
29917,web-search-engine,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,,False,True,False,True,False,,2.0,,
29918,social-media,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29919,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29920,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29921,web-search-engine,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29922,job-search-site,control,Midgard,2018-11-09,,,,2018-11-09,,2018-11-09,False,False,False,False,True,,,,
29923,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29924,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29925,web-search-engine,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29926,social-media,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29927,job-search-site,treatment,Midgard,2018-11-09,2018-11-11,2018-11-09,,2018-11-09,,,False,True,True,False,False,,0.0,2.0,
29928,social-media,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29929,job-search-site,control,Midgard,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,2018-11-11,False,True,False,True,True,,2.0,,
29930,web-search-engine,treatment,Jotunheim,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29931,job-search-site,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29932,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29933,job-search-site,treatment,Vanaheim,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,2018-11-11,False,True,False,True,True,,0.0,,
29934,web-search-engine,control,Alfheim,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29935,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29936,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29937,shopper-referral-bonus,control,Niflheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29938,web-search-engine,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29939,web-search-engine,control,Alfheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29940,social-media,control,Alfheim,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29941,job-search-site,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29942,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29943,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-10,,2018-11-10,False,False,False,False,True,,,,
29944,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29945,social-media,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29946,social-media,control,Midgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29947,job-search-site,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29948,social-media,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29949,job-search-site,control,Vanaheim,2018-11-09,,2018-11-11,2018-11-11,2018-11-09,,2018-11-09,False,True,False,True,True,,2.0,,
29950,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29951,social-media,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29952,shopper-referral-bonus,control,Asgard,2018-11-09,,,,2018-11-10,,2018-11-11,False,False,False,False,True,,,,
29953,social-media,control,Asgard,2018-11-09,,,,2018-11-10,,,False,False,False,False,False,,,,
29954,shopper-referral-bonus,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29955,job-search-site,treatment,Alfheim,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29956,shopper-referral-bonus,control,Midgard,2018-11-09,,,,2018-11-10,,2018-11-09,False,False,False,False,True,,,,
29957,social-media,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29958,shopper-referral-bonus,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29959,web-search-engine,treatment,Asgard,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29960,job-search-site,treatment,Midgard,2018-11-09,,2018-11-09,2018-11-11,2018-11-09,,,False,True,False,True,False,,0.0,,
29961,shopper-referral-bonus,treatment,Alfheim,2018-11-09,,2018-11-09,,2018-11-10,,,False,True,False,False,False,,0.0,,
29962,web-search-engine,control,Asgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
29963,shopper-referral-bonus,treatment,Midgard,2018-11-09,,2018-11-09,,2018-11-09,,,False,True,False,False,False,,0.0,,
29964,social-media,control,Midgard,2018-11-09,,,,2018-11-09,,,False,False,False,False,False,,,,
